raw_affiliation_string,label
Institute of Public Health Aarhus University Aarhus Denmark,Aarhus University {https://ror.org/01aj84f44}
"Neurovascular Research Group, Department of Neurology, Hospital del Mar, IMIM, Universitat Autònoma de Barcelona/DCEXS-Universitat Pompeu Fabra, Barcelona, Spain.",Hospital Del Mar {https://ror.org/03a8gac78}|Hospital del Mar Research Institute {https://ror.org/042nkmz09}|Pompeu Fabra University {https://ror.org/04n0g0b29}|Universitat Autònoma de Barcelona {https://ror.org/052g8jq94}
"Department of Medical Oncology, IMIM-Hospital del Mar Medical Research Institute, Barcelona, Spain.",Hospital Del Mar {https://ror.org/03a8gac78}|Hospital del Mar Research Institute {https://ror.org/042nkmz09}
"Neurovascular Research Group, Neurology Department, IMIM-Hospital del Mar, Barcelona, Spain",Hospital Del Mar {https://ror.org/03a8gac78}|Hospital del Mar Research Institute {https://ror.org/042nkmz09}
"AgroParisTech, INRAE, Silva, Université de Lorraine 5400 Nancy, France.","Silva {https://ror.org/01d5v2p67}|AgroParisTech {https://ror.org/02kbmgc12}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|Université de Lorraine {https://ror.org/04vfs2w97}"
"University of Strasbourg, University of Lorraine CNRS, BETA Strasbourg France",French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Strasbourg {https://ror.org/00pg6eq24}|Bureau for Economic Theory and Applications {https://ror.org/05em8ne27}|Université de Lorraine {https://ror.org/04vfs2w97}
"CRCINA, INSERM, Université de Nantes, Université d'Angers, LabEx IGO, 49000 Angers, France;",Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"CRCINA, INSERM, Université de Nantes, Université D'Angers, Nantes, France",Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"Maladies du Sang, CHU Angers, CRCINA, INSERM, Université de Nantes, Université d'Angers, Angers, France.",Université d'Angers {https://ror.org/04yrqp957}|Centre Hospitalier Universitaire d'Angers {https://ror.org/0250ngj72}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"LPG-BIAF, UMR-CNRS 6112, University of Angers, University of Nantes, 2 Bd Lavoisier, CEDEX, 49045 Angers, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Laboratoire de Planétologie et Géosciences {https://ror.org/04fm0sh33}|Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}
"CRCINA, INSERM, CNRS Université de Nantes Université d'Angers Nantes France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université d'Angers {https://ror.org/04yrqp957}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"Ethologie animale et humaine (EthoS) – University of Caen Normandie, Université de Rennes I, CNRS, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Caen Normandie {https://ror.org/051kpcy16}|Ethologie animale et humaine {https://ror.org/02evk6c51}|University of Rennes {https://ror.org/015m7wh34}
"Laboratoire de Spectrométrie de Masse BioOrganique, CNRS, IPHC UMR 7178, Université de Strasbourg, 67000, Strasbourg, France.",French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Strasbourg {https://ror.org/00pg6eq24}|Hubert Curien Pluridisciplinary Institute {https://ror.org/01g3mb532}
Université Paris‐Sud 11 ‐ L2S ‐ EECI ‐ Supélec 3 rue Joliot‐Curie 91192 Gif sur Yvette France,European Embedded Control Institute {https://ror.org/05xqwqf73}|University of Paris-Sud {https://ror.org/028rypz17}|Supélec {https://ror.org/00n7gwn90}|Laboratoire des Signaux & Systèmes {https://ror.org/00skw9v43}
"Univ. Tours, Univ. Orléans, INSA CVL, LaMé, 7 Avenue Marcel Dassault, Tours 37200, France",Institut National des Sciences Appliquées Centre Val de Loire {https://ror.org/03y0qc033}|Université d'Orléans {https://ror.org/014zrew76}|Université de Tours {https://ror.org/02wwzvj46}
"Univ. Orléans, Univ. Tours, INSA-CVL, LaMé, 8 rue L. de Vinci, 45072 Orléans, France",Institut National des Sciences Appliquées Centre Val de Loire {https://ror.org/03y0qc033}|Université d'Orléans {https://ror.org/014zrew76}|Université de Tours {https://ror.org/02wwzvj46}
"CeRCA, CNRS UMR 6234, université de Poitiers, université de Tours, 86000 Poitiers, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Tours {https://ror.org/02wwzvj46}|University of Poitiers {https://ror.org/04xhy8q59}|Research Centre on Cognition and Learning {https://ror.org/01sdp1y98}
"Centre de recherches sur la cognition et l'apprentissage, Université François Rabelais de Tours, Université de Poitiers, UMR-CNRS 7295, France.",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université de Tours {https://ror.org/02wwzvj46}|University of Poitiers {https://ror.org/04xhy8q59}|Research Centre on Cognition and Learning {https://ror.org/01sdp1y98}
"UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), Nantes University, Tours University, INSERM, Nantes, France.",Université de Tours {https://ror.org/02wwzvj46}|Nantes Université {https://ror.org/03gnr7b55}|Inserm {https://ror.org/02vjkv261}
"MMDN, University Montpellier, EPHE, INSERM, 34095 Montpellier, France",Inserm {https://ror.org/02vjkv261}|University of Montpellier {https://ror.org/051escj72}|École Pratique des Hautes Études {https://ror.org/046b3cj80}
"GenPhySE, Université de Toulouse, INRAE, INP, ENVT, Castanet-Tolosan, France","Institut de Physique {https://ror.org/00z54nq84}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|Université de Toulouse {https://ror.org/004raaa70}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}"
"GenPhySE, Université de Toulouse, INRAE, ENVT, 31326 Castanet Tolosan, France","Université de Toulouse {https://ror.org/004raaa70}|École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}"
"GenPhySE, Université de Toulouse, INRA, ENVT, Castanet-Tolosan, France",École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|Université de Toulouse {https://ror.org/004raaa70}|Institut National de la Recherche Agronomique {https://ror.org/05y503v71}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}
"#N#SPINTEC, UMR 8191 CNRS/INAC-CEA/UJF-Grenoble 1/Grenoble-INP, F-38054 Cedex, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|CEA Grenoble {https://ror.org/02mg6n827}|Joseph Fourier University {https://ror.org/02aj0kh94}|Grenoble Institute of Technology {https://ror.org/05sbt2524}|Spintronique et Technologie des Composants {https://ror.org/03e044190}|Institut Nanosciences et Cryogénie {https://ror.org/02w3v0826}
"Laboratoire d'Electrochimie et de Physicochimie des Matériaux et des Interfaces, CNRS-UJF-INP-Grenoble (UMR 5631), ENSEEG, BP 75,,France",Laboratoire d’Electrochimie et de Physico-chimie des Matériaux et des Interfaces {https://ror.org/04axb9j69}|Grenoble Institute of Technology {https://ror.org/05sbt2524}|French National Centre for Scientific Research {https://ror.org/02feahw73}|Joseph Fourier University {https://ror.org/02aj0kh94}
"TIMA Laboratory (CNRS-Grenoble INP-UJF)-UMR 5159, Grenoble, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Grenoble Institute of Technology {https://ror.org/05sbt2524}|Techniques of Informatics and Microelectronics for Integrated Systems Architecture {https://ror.org/000063q30}|Joseph Fourier University {https://ror.org/02aj0kh94}
"LEPMI, UMR 5631 CNRS-INPG-UJF, ENSEEG, BP 75, F-38402, Saint Martin d’Hères, France",Laboratoire d’Electrochimie et de Physico-chimie des Matériaux et des Interfaces {https://ror.org/04axb9j69}|Grenoble Institute of Technology {https://ror.org/05sbt2524}|French National Centre for Scientific Research {https://ror.org/02feahw73}|Joseph Fourier University {https://ror.org/02aj0kh94}
"Laboratoire National des Champs Magnétiques Intenses (UPR 3228, CNRS-INSA-UJF-UPS), F-31400 Toulouse Cedex, France, EU.",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|Laboratoire National des Champs Magnétiques Intenses {https://ror.org/045ktmd28}|Institut National des Sciences Appliquées de Toulouse {https://ror.org/01h8pf755}|Joseph Fourier University {https://ror.org/02aj0kh94}
"Laboratoire National des Champs Magnétiques Intenses, CNRS-INSA-UJF-UPS, F-31400 Toulouse, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|Laboratoire National des Champs Magnétiques Intenses {https://ror.org/045ktmd28}|Institut National des Sciences Appliquées de Toulouse {https://ror.org/01h8pf755}|Joseph Fourier University {https://ror.org/02aj0kh94}
"Institut de Génétique et de Biologie Moléculaire et Cellulaire, CNRS-INSERM-ULP, Illkirch Cédex, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Strasbourg {https://ror.org/00pg6eq24}|Institute of Genetics and Molecular and Cellular Biology {https://ror.org/0015ws592}|Inserm {https://ror.org/02vjkv261}
"Université Paris Saclay, Université Paris Sud, UVSQ, CESP, INSERM, Villejuif, France",Centre de recherche en Epidémiologie et Santé des Populations {https://ror.org/01ed4t417}|University of Paris-Saclay {https://ror.org/03xjwb503}|Université de Versailles Saint-Quentin-en-Yvelines {https://ror.org/03mkjjy25}|University of Paris-Sud {https://ror.org/028rypz17}|Inserm {https://ror.org/02vjkv261}
"LEESU, Université Paris-Est (UMR MA 102), Ecole des Ponts ParisTech, UPEC, AgroParisTech, Créteil, France.","Water, Environment and Urban Systems Laboratory {https://ror.org/02nqy7n35}|AgroParisTech {https://ror.org/02kbmgc12}|University of Paris-Est {https://ror.org/0268ecp52}|École des Ponts ParisTech {https://ror.org/02nwvxz07}|Université Paris-Est Créteil {https://ror.org/05ggc9x40}"
"Toxalim, INRAE, INP-ENVT, INP-EI-Purpan, Université de Toulouse 3 Paul Sabatier, Toulouse, France.","Toxalim Research Centre in Food Toxicology {https://ror.org/0111a5077}|National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}|Purpan Engineering School {https://ror.org/008bwpw24}"
"GenPhySE, INRAE, University of Toulouse, INPT, ENVT, 31326 Castanet-Tolosan, France","National Research Institute for Agriculture, Food and Environment {https://ror.org/003vg9w96}|École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|Université de Toulouse {https://ror.org/004raaa70}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}"
"Dynafor, Université de Toulouse, INRA, INPT, INP‐EI Purpan Castanet Tolosan France",Université de Toulouse {https://ror.org/004raaa70}|Institut National de la Recherche Agronomique {https://ror.org/05y503v71}|Purpan Engineering School {https://ror.org/008bwpw24}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}
"AGIR, Université de Toulouse, INRA, INPT, INP-EI PURPAN, 24 chemin de Borde Rouge – Auzeville CS 52627, F-31326 Castanet-Tolosan, Cedex, France","Université de Toulouse {https://ror.org/004raaa70}|AGroecologies, Innovations & Ruralities {https://ror.org/01sjmsj73}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}|Institut National de la Recherche Agronomique {https://ror.org/05y503v71}|Purpan Engineering School {https://ror.org/008bwpw24}"
"GenPhySE, Université de Toulouse, INRA, INPT, ENVT, France",École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|Université de Toulouse {https://ror.org/004raaa70}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}|Institut National de la Recherche Agronomique {https://ror.org/05y503v71}
"CIRIMAT, Université de Toulouse, CNRS, INPT, UPS, Université Toulouse 3 Paul Sabatier, 118 route de Narbonne 31062, Toulouse Cedex 9, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|Université de Toulouse {https://ror.org/004raaa70}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}|Interuniversity Center of Materials Research and Engineering {https://ror.org/03xhggy77}
"CIRIMAT, CNRS/INPT/UPS, 4, allée Émile-Monso, 31030 Toulouse, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Université Toulouse III - Paul Sabatier {https://ror.org/02v6kpv12}|Interuniversity Center of Materials Research and Engineering {https://ror.org/03xhggy77}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}
"GenPhySE, Université de Toulouse, INRA, INPT, INP-ENVT, CASTANET-TOLOSAN, France",École Nationale Vétérinaire de Toulouse {https://ror.org/03m3gzv89}|Université de Toulouse {https://ror.org/004raaa70}|Génétique Physiologie et Systèmes d'Elevage {https://ror.org/04gg6ne93}|National Polytechnic Institute of Toulouse {https://ror.org/033p9g875}|Institut National de la Recherche Agronomique {https://ror.org/05y503v71}
"INSERM U1170, Equipe Labellisée Ligue Contre le Cancer, Gustave Roussy Institute, Université Paris Diderot, Université Paris-Sud, Villejuif 94800, Francet",Institut Gustave Roussy {https://ror.org/0321g0743}|University of Paris-Sud {https://ror.org/028rypz17}|Paris Diderot University {https://ror.org/02n7qrg46}|La Ligue Contre le Cancer {https://ror.org/00rkrv905}|Inserm {https://ror.org/02vjkv261}
"Department of Pediatric and Adolescent Oncology, Gustave Roussy Cancer Institute, University Paris XI, Villejuif, France",University of Paris-Sud {https://ror.org/028rypz17}|Institut Gustave Roussy {https://ror.org/0321g0743}
"Université Paris Sud, Institut Gustave Roussy, 114 rue Edouard Vaillant, 94805, Villejuif, France.",University of Paris-Sud {https://ror.org/028rypz17}|Institut Gustave Roussy {https://ror.org/0321g0743}
"SIMAP, INPGrenoble-CNRS-UJF, BP 75, 38402 Saint Martin D’Hères, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Grenoble Institute of Technology {https://ror.org/05sbt2524}|Science et Ingénierie des Matériaux et Procédés {https://ror.org/00m7zca23}|Joseph Fourier University {https://ror.org/02aj0kh94}
"LMOPS, CentraleSupélec, Université de Lorraine, 57070 METZ","Laboratoire Matériaux Optiques, Photonique et Systèmes {https://ror.org/055swm364}|Université de Lorraine {https://ror.org/04vfs2w97}|CentraleSupélec {https://ror.org/019tcpt25}"
"CentraleSupelec - Univ. Paris Sud, Gif-sur-Yvette, France",University of Paris-Sud {https://ror.org/028rypz17}|CentraleSupélec {https://ror.org/019tcpt25}
"Laboratory of Signals and Systems (L2S, UMR CNRS 8506) CNRS - CentraleSupélec - Université Paris-Sud Gif-sur-Yvette France",French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Paris-Sud {https://ror.org/028rypz17}|Laboratoire des Signaux & Systèmes {https://ror.org/00skw9v43}|CentraleSupélec {https://ror.org/019tcpt25}
"GeePs, Univ Paris-Sud, CNRS, CentraleSupelec, Univ Paris-Saclay, Gif-sur-Yvette F-91190, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|University of Paris-Saclay {https://ror.org/03xjwb503}|CentraleSupélec {https://ror.org/019tcpt25}|Laboratoire de Génie Électrique et Électronique de Paris {https://ror.org/02xnnng09}|University of Paris-Sud {https://ror.org/028rypz17}
"Université Grenoble I/CNRS, Laboratoire Interdisciplinaire de Physique/UMR5588, Grenoble F-38041, France.",French National Centre for Scientific Research {https://ror.org/02feahw73}|Laboratoire Interdisciplinaire de Physique {https://ror.org/023n9q531}|Joseph Fourier University {https://ror.org/02aj0kh94}
"Myology Institute, AP-HP Pitié-Salpêtrière University Hospital, F-75013, Paris, France.",Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}|Institut de Myologie {https://ror.org/0270xt841}|Pitié-Salpêtrière Hospital {https://ror.org/02mh9a093}
"LEEL SIS2M, UMR 3299, CEA-CNRS-Université Paris-Sud 11, CEA Saclay, F-91191 Gif-Sur-Yvette, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Service Interdisciplinaire sur les Systèmes Moléculaires et les Matériaux {https://ror.org/00enct420}|CEA Saclay {https://ror.org/03n15ch10}|Atomic Energy and Alternative Energies Commission {https://ror.org/00jjx8s55}|University of Paris-Sud {https://ror.org/028rypz17}
"Institut Néel, CNRS/UJF 25, Grenoble Cedex 9, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|Institut Néel {https://ror.org/04dbzz632}|Joseph Fourier University {https://ror.org/02aj0kh94}
"Hôpital Antoine Béclère, Université Paris-Sud, Clamart, France",Hôpital Antoine-Béclère {https://ror.org/04sb8a726}|University of Paris-Sud {https://ror.org/028rypz17}
"ICMMO/SP2M, UMR CNRS 8182, Université Paris-Sud, 91405 Orsay, France",Institut de Chimie Moléculaire et des Matériaux d'Orsay {https://ror.org/05wzh1m37}|University of Paris-Sud {https://ror.org/028rypz17}|French National Centre for Scientific Research {https://ror.org/02feahw73}
"Univ. Paris-Sud, LEMHE-ICMMO, CNRS-UMR 8182, Orsay F-91405, France",Institut de Chimie Moléculaire et des Matériaux d'Orsay {https://ror.org/05wzh1m37}|University of Paris-Sud {https://ror.org/028rypz17}|French National Centre for Scientific Research {https://ror.org/02feahw73}
"Université Paris-Sud 11, UMR 8182 ICMMO - Equipe de Chimie Inorganique, Orsay, France",Institut de Chimie Moléculaire et des Matériaux d'Orsay {https://ror.org/05wzh1m37}|University of Paris-Sud {https://ror.org/028rypz17}
"CEA-CNRS-UJF, Institut de Biologie Structurale Jean-Pierre Ebel, UMR 5075, Grenoble, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|CEA Grenoble {https://ror.org/02mg6n827}|Institut de Biologie Structurale {https://ror.org/04szabx38}|Atomic Energy and Alternative Energies Commission {https://ror.org/00jjx8s55}|Joseph Fourier University {https://ror.org/02aj0kh94}
"Institut de Biologie Structurale#R#UMR5075, CEA-CNRS-UJF, Grenoble, France",French National Centre for Scientific Research {https://ror.org/02feahw73}|CEA Grenoble {https://ror.org/02mg6n827}|Institut de Biologie Structurale {https://ror.org/04szabx38}|Atomic Energy and Alternative Energies Commission {https://ror.org/00jjx8s55}|Joseph Fourier University {https://ror.org/02aj0kh94}
"INSERM U1195, Université Paris Sud, Faculté de Médecine, APHP, Service de Neurologie, Bicêtre Hospital, 94276 le Kremlin Bicêtre, France",Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}|University of Paris-Sud {https://ror.org/028rypz17}|Bicêtre Hospital {https://ror.org/05c9p1x46}|Inserm {https://ror.org/02vjkv261}
"Psychiatry Department, Hôpital Bicêtre, INSERM, UMR S1178, University Paris-Sud, Assistance Publique-Hôpitaux de Paris, Le Kremlin Bicêtre, France.",Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}|University of Paris-Sud {https://ror.org/028rypz17}|Bicêtre Hospital {https://ror.org/05c9p1x46}|Inserm {https://ror.org/02vjkv261}
"Department of Interventional Neuroradiology Neuro Brain Vascular Center, Hopital Bicetre, APHP, Paris Sud Université, Le Kremlin-Bicetre, Île-de-France, France.",Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}|University of Paris-Sud {https://ror.org/028rypz17}|Bicêtre Hospital {https://ror.org/05c9p1x46}
"Haemophilia Centre, AP‐HP Bicêtre Hospital, Paris‐XI University Paris France",Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}|University of Paris-Sud {https://ror.org/028rypz17}|Bicêtre Hospital {https://ror.org/05c9p1x46}
"Centre Hépatobiliaire, AP-HP Hôpital Paul Brousse, INSERM U 935, Univ Paris Sud, Villejuif, France.",Assistance Publique – Hôpitaux de Paris {https://ror.org/00pg5jh14}|Hôpital Paul-Brousse {https://ror.org/05n7yzd13}|University of Paris-Sud {https://ror.org/028rypz17}|Inserm {https://ror.org/02vjkv261}
"Cardiovascular Division, The Rayne Institute, 4th Floor, Lambeth Wing, St Thomas' Hospital, King's College London, London SE1 7EH, UK.",St Thomas' Hospital {https://ror.org/054gk2851}|King's College London {https://ror.org/0220mzb33}
"Gastroenterology Unit, GKT, The Rayne Institute, St. Thomas' Hospital, London SE1 7EH, UK",St Thomas' Hospital {https://ror.org/054gk2851}|King's College London {https://ror.org/0220mzb33}
"Cardiovascular Division, King's College London, The Rayne Institute, St Thomas' Hospital, Lambeth Palace Road, London SE1 7EH, United Kingdom.",St Thomas' Hospital {https://ror.org/054gk2851}|King's College London {https://ror.org/0220mzb33}
"Lupus Unit, Rayne Institute, St Thomas' Hospital, London, United Kingdom",St Thomas' Hospital {https://ror.org/054gk2851}|King's College London {https://ror.org/0220mzb33}
"King's College London, Cardiovascular Division, The Rayne Institute, St. Thomas' Hospital, London SE1 7EH, UK",St Thomas' Hospital {https://ror.org/054gk2851}|King's College London {https://ror.org/0220mzb33}
"Department of Haematology, Imperial College Healthcare NHS Trust, St. Mary's Hospital, London, UK.",St Mary's Hospital {https://ror.org/00czkns73}|Imperial College Healthcare NHS Trust {https://ror.org/056ffv270}
"St John's Institute of Dermatology King's College London, Guy's Hospital London UK",Guy's Hospital {https://ror.org/04r33pf22}|King's College London {https://ror.org/0220mzb33}
"North West London Pathology, Charing Cross Hospital/Hammersmith Hospital, Imperial College Healthcare NHS Trust, London, W2 1NY, UK.",North West London Pathology {https://ror.org/01jap5s81}|Hammersmith Hospital {https://ror.org/05jg8yp15}|Charing Cross Hospital {https://ror.org/02gcp3110}|Imperial College Healthcare NHS Trust {https://ror.org/056ffv270}
"Horton Hospital, Oxford Radcliffe Hospitals NHS Trust, Oxford, UK",Horton General Hospital {https://ror.org/03zeg3732}|Oxford University Hospitals NHS Trust {https://ror.org/03h2bh287}
"Department of Cardiac Surgery, Harefield Hospital, Royal Brompton and Harefield Hospitals, Part of Guy's and St. Thomas’ NHS Foundation Trust, London, UK",Guy's and St Thomas' NHS Foundation Trust {https://ror.org/00j161312}|Royal Brompton Hospital {https://ror.org/00cv4n034}|Harefield Hospital {https://ror.org/04fwa4t58}|Royal Brompton & Harefield NHS Foundation Trust {https://ror.org/02218z997}
"National Institute for Health Research, John Radcliffe Hospital, Oxford Biomedical Research Centre, OX3 9DU Oxford, United Kingdom.",John Radcliffe Hospital {https://ror.org/0080acb59}|University of Oxford {https://ror.org/052gg0110}|National Institute for Health Research {https://ror.org/0187kwz08}|NIHR Oxford Musculoskeletal Biomedical Research Centre {https://ror.org/00aps1a34}
"Department of Neurosurgery, Royal Liverpool Children’s Hospital NHS Trust, Alder Hey and the Walton Centre for Neurology and Neurosurgery NHS Trust, Liverpool, UK",Royal Liverpool and Broadgreen University Hospital NHS Trust {https://ror.org/009sa0g06}|Alder Hey Children's NHS Foundation Trust {https://ror.org/00p18zw56}|Walton Centre {https://ror.org/05cvxat96}
"Feto-Maternal Medicine Unit, Homerton Hospital, Academic Unit of Obstetrics and Gynaecology, St Bartholomew's and The Royal London School of Medicine and Dentistry, London, UK.",Barts Health NHS Trust {https://ror.org/00b31g692}|Homerton University Hospital {https://ror.org/00x444s43}